	1468042988		$RATTM,01,1.42,190.62,T,0.0,325.1,T,0.26,8738.13,N,,T,,054309.00,M*3D
	1468042990		$RATTM,01,1.42,190.51,T,0.0,333.8,T,0.26,8738.13,N,,T,,054311.00,M*3A
	1468042992		$RATTM,01,1.42,190.62,T,0.0,335.8,T,0.26,8738.13,N,,T,,054313.00,M*3E
	1468042994		$RATTM,01,1.42,190.62,T,0.0,335.8,T,0.26,8738.13,N,,T,,054315.00,M*38
	1468042996		$RATTM,01,1.42,190.49,T,0.0,347.0,T,0.26,8738.13,N,,T,,054317.00,M*3E
	1468042998		$RATTM,01,1.42,190.60,T,0.0,353.8,T,0.26,8738.13,N,,T,,054319.00,M*36
	1468043000		$RATTM,01,1.42,190.70,T,0.0,355.9,T,0.26,8738.13,N,,T,,054321.00,M*3B
	1468043002		$RATTM,01,1.42,190.67,T,0.0,357.7,T,0.26,8738.13,N,,T,,054323.00,M*33
	1468043004		$RATTM,01,1.42,190.61,T,0.0,0.4,T,0.26,8738.13,N,,T,,054325.00,M*31
	1468043006		$RATTM,01,1.42,190.61,T,0.0,0.4,T,0.26,8738.13,N,,T,,054327.00,M*33
	1468043008		$RATTM,01,1.42,190.56,T,0.0,3.6,T,0.26,8738.13,N,,T,,054329.00,M*38
	1468043010		$RATTM,01,1.42,190.67,T,0.0,5.2,T,0.26,8738.13,N,,T,,054331.00,M*31
	1468043012		$RATTM,01,1.42,190.61,T,0.0,4.7,T,0.26,8738.13,N,,T,,054333.00,M*31
	1468043014		$RATTM,01,1.42,190.72,T,0.0,4.4,T,0.26,8738.13,N,,T,,054335.00,M*36
	1468043016		$RATTM,01,1.42,190.72,T,0.0,4.4,T,0.26,8738.13,N,,T,,054337.00,M*34
	1468043018		$RATTM,01,1.42,190.67,T,0.0,4.0,T,0.26,8738.13,N,,T,,054339.00,M*3A
	1468043020		$RATTM,01,1.42,190.66,T,0.0,3.9,T,0.26,8738.13,N,,T,,054341.00,M*3A
	1468043022		$RATTM,01,1.41,190.53,T,0.2,30.1,T,0.47,330.25,N,,T,,054343.00,M*31
	1468043024		$RATTM,01,1.41,190.57,T,0.3,33.7,T,0.56,288.19,N,,T,,054345.00,M	1468043025		*3A
	1468043027		$RATTM,01,1.41,190.57,T,0.3,33.7,T,0.56,288.19,N,,T,,054347.00,M*38
	1468043029		$RATTM,01,1.41,190.59,T,0.3,35.3,T,0.59,267.66,N,,T,,054349.00,M*3C
	1468043031		$RATTM,01,1.41,190.56,T,0.3,31.8,T,0.51,266.80,N,,T,,054351.00,M*34
	1468043033		$RATTM,01,1.41,190.50,T,0.3,29.9,T,0.47,246.19,N,,T,,054354.00,M*3A
	1468043035		$RATTM,01,1.41,190.50,T,0.3,31.8,T,0.51,227.20,N,,T,,054356.00,M*3A
	1468043037		$RATTM,01,1.41,190.50,T,0.3,31.8,T,0.51,227.20,N,,T,,054358.00,M*34
	1468043039		$RATTM,01,1.41,190.59,T,0.4,32.7,T,0.53,213.65,N,,T,,054400.00,M*38
	1468043041		$RATTM,01,1.41,190.55,T,0.4,30.8,T,0.49,209.52,N,,T,,054402.00,M*3F
	1468043043		$RATTM,01,1.41,190.61,T,0.4,28.9,T,0.45,203.61,N,,T,,054404.00,M*30
	1468043045		$RATTM,01,1.41,190.48,T,0.4,29.6,T,0.46,189.20,N,,T,,054406.00,M*30
	1468043047		$RATTM,01,1.41,190.48,T,0.4,29.6,T,0.46,189.20,N,,T,,054408.00,M*3E
	1468043049		$RATTM,01,1.41,190.63,T,0.2,14.8,T,0.10,488.49,N,,T,,054410.00,M*30
	1468043051		$RATTM,01,1.41,190.36,T,0.5,27.3,T,0.41,176.38,N,,T,,054412.00,M*38
